name,style,ABV,IBU,rating,raters,brewery_URL,rank
Intruder Alert,IPA - Imperial / Double,8.3,,4.05,773.0,https://untappd.com/KCBCbeer,21
Walkie Talkies,IPA - Imperial / Double,9.0,,3.95,738.0,https://untappd.com/KCBCbeer,22
Sandcastles,Saison / Farmhouse Ale,4.7,28.0,3.73,677.0,https://untappd.com/KCBCbeer,23
This Is Your Brain On Hops: Citra & Waimea,IPA - Imperial / Double,8.2,,4.27,717.0,https://untappd.com/KCBCbeer,24
What We Don't See,Stout - Imperial / Double,8.5,45.0,3.87,673.0,https://untappd.com/KCBCbeer,25
Chicago Common,Rye Beer,7.5,58.0,3.62,1352.0,https://untappd.com/KinslahgerBrewingCompany,1
Prohibition Pilsner,Pilsner - Other,5.4,38.0,3.47,759.0,https://untappd.com/KinslahgerBrewingCompany,2
Baltic Porter,Porter - Baltic,9.2,30.0,3.92,488.0,https://untappd.com/KinslahgerBrewingCompany,3
Dunkel,Lager - Dunkel Munich,5.1,21.0,3.72,417.0,https://untappd.com/KinslahgerBrewingCompany,4
Alt,Altbier,5.1,49.0,3.71,349.0,https://untappd.com/KinslahgerBrewingCompany,5
India Pale Lager,Lager - IPL (India Pale Lager),6.5,55.0,3.74,99.0,https://untappd.com/KinslahgerBrewingCompany,6
Oktoberfest 1872-1989,Märzen,6.0,24.0,3.93,63.0,https://untappd.com/KinslahgerBrewingCompany,7
Oktoberfest 1990-Present,Festbier,6.0,24.0,3.96,46.0,https://untappd.com/KinslahgerBrewingCompany,8
Keller Pils,Kellerbier / Zwickelbier,4.7,38.0,3.71,43.0,https://untappd.com/KinslahgerBrewingCompany,9
Ein Bier No. 3,Lager - North American Adjunct,4.6,23.0,3.94,41.0,https://untappd.com/KinslahgerBrewingCompany,10
Nitro Dunkel,Lager - Dunkel Munich,5.1,21.0,3.99,40.0,https://untappd.com/KinslahgerBrewingCompany,11
Keller Dunkel,Kellerbier / Zwickelbier,5.1,21.0,3.72,26.0,https://untappd.com/KinslahgerBrewingCompany,12
Radler,Shandy / Radler,3.0,19.0,3.93,21.0,https://untappd.com/KinslahgerBrewingCompany,13
Helles,Lager - Helles,5.4,20.0,3.95,20.0,https://untappd.com/KinslahgerBrewingCompany,14
Baltic Porter With Coconut,Porter - Baltic,9.4,,3.85,20.0,https://untappd.com/KinslahgerBrewingCompany,15
New World Wheat,Witbier,4.5,,3.8,10.0,https://untappd.com/KinslahgerBrewingCompany,16
Weekly Kinsman,Other,,,,8.0,https://untappd.com/KinslahgerBrewingCompany,17
Rauchbier,Rauchbier,5.6,25.0,,7.0,https://untappd.com/KinslahgerBrewingCompany,18
Baltic Punch,Shandy / Radler,4.0,,,7.0,https://untappd.com/KinslahgerBrewingCompany,19
Schwarzbier,Schwarzbier,5.6,,,6.0,https://untappd.com/KinslahgerBrewingCompany,20
Oaksparilla,Root Beer,,,,4.0,https://untappd.com/KinslahgerBrewingCompany,21
Oktoberfest 1990 To Present,Festbier,6.0,,,4.0,https://untappd.com/KinslahgerBrewingCompany,22
Cascading Coffee,Non-Alcoholic,,,,2.0,https://untappd.com/KinslahgerBrewingCompany,23
Zwickel Bier,Pilsner - German,,,,3.0,https://untappd.com/KinslahgerBrewingCompany,24
Chicago Common Style,Lager - Red,7.5,,,1.0,https://untappd.com/KinslahgerBrewingCompany,25
Moondance IPA,IPA - American,6.46,40.0,3.54,992.0,https://untappd.com/LunarBrewingCo,1
Total Eclipse Stout,Stout - Oatmeal,6.0,,3.58,560.0,https://untappd.com/LunarBrewingCo,2
Raspberry Cream,Cream Ale,5.25,,3.64,480.0,https://untappd.com/LunarBrewingCo,3
Neil Armstrong,Belgian Strong Golden Ale,8.79,,4.12,199.0,https://untappd.com/LunarBrewingCo,4
Jumping Cow Cream Ale,Cream Ale,5.2,,3.54,239.0,https://untappd.com/LunarBrewingCo,5
Polaris Porter,Porter - Other,6.2,,3.53,221.0,https://untappd.com/LunarBrewingCo,6
Oktoberfest,Märzen,6.2,,3.66,147.0,https://untappd.com/LunarBrewingCo,7
Kosmic Kolsch,Kölsch,6.2,,3.48,165.0,https://untappd.com/LunarBrewingCo,8
Mars Lake,Rye Beer,5.2,,3.57,175.0,https://untappd.com/LunarBrewingCo,9
Darkside Dubbel,Belgian Dubbel,7.5,,3.54,150.0,https://untappd.com/LunarBrewingCo,10
Nebula Nut Brown,Brown Ale - English,5.8,,3.68,148.0,https://untappd.com/LunarBrewingCo,11
Blueberry Wit,Witbier,6.0,,3.31,132.0,https://untappd.com/LunarBrewingCo,12
Xmas in the Caribbean,Fruit Beer,6.2,,3.69,114.0,https://untappd.com/LunarBrewingCo,13
Malort Stout,Stout - Imperial / Double,,,3.03,119.0,https://untappd.com/LunarBrewingCo,14
Moondust White IPA,IPA - Belgian,7.6,,3.69,117.0,https://untappd.com/LunarBrewingCo,15
Imperial Neil Armstrong Ale,Belgian Tripel,13.94,,4.29,105.0,https://untappd.com/LunarBrewingCo,16
Moonraker Scotch Ale,Scottish Ale,8.2,,3.89,98.0,https://untappd.com/LunarBrewingCo,17
This One Goes To 11 Baltic Porter,Porter - Baltic,7.0,,3.68,91.0,https://untappd.com/LunarBrewingCo,18
Intergalactic Kilt Lifter,Scotch Ale / Wee Heavy,9.82,,3.87,99.0,https://untappd.com/LunarBrewingCo,19
Far Side Lager,Lager - Dunkel Munich,5.0,,3.42,90.0,https://untappd.com/LunarBrewingCo,20
Imperial Moondance IPA (Bourbon Barrel Aged),IPA - Imperial / Double,10.0,72.0,4.07,77.0,https://untappd.com/LunarBrewingCo,21
Kozmic Kolsch,Kölsch,6.32,,3.6,57.0,https://untappd.com/LunarBrewingCo,22
Imperial Blackberry Cream Ale,Belgian Strong Dark Ale,8.5,,3.72,80.0,https://untappd.com/LunarBrewingCo,23
Malorted Eclipse,Stout - American,6.96,,2.98,68.0,https://untappd.com/LunarBrewingCo,24
Little Green Men,Pale Ale - American,5.25,,3.87,78.0,https://untappd.com/LunarBrewingCo,25
Falcon Dive IPA,IPA - American,7.0,70.0,3.56,2918.0,https://untappd.com/LakeEffectBrewing,1
Espresso Gone Stout,Stout - Milk / Sweet,6.0,,3.76,2807.0,https://untappd.com/LakeEffectBrewing,2
Lake Effect SNOW,Witbier,5.5,15.0,3.49,1478.0,https://untappd.com/LakeEffectBrewing,3
Brett Frambois,Fruit Beer,5.5,,3.68,1379.0,https://untappd.com/LakeEffectBrewing,4
Lake Huron Blueberry (Inland Seas Series),Sour - Berliner Weisse,5.0,,3.83,1301.0,https://untappd.com/LakeEffectBrewing,5
Barrel Aged Imperial Stout,Stout - American Imperial / Double,12.5,,4.25,1254.0,https://untappd.com/LakeEffectBrewing,6
Arbor Oak Amber Ale,Red Ale - American Amber / Red,5.5,,3.61,1223.0,https://untappd.com/LakeEffectBrewing,7
Bitchin' Blonde,Blonde Ale - Belgian Blonde / Golden,6.2,40.0,3.57,1243.0,https://untappd.com/LakeEffectBrewing,8
Pamplemousse,American Wild Ale,5.5,,3.6,1180.0,https://untappd.com/LakeEffectBrewing,9
Cerise De Michigan,Blonde Ale,8.5,,3.9,873.0,https://untappd.com/LakeEffectBrewing,10
Kiwi Snow,Saison / Farmhouse Ale,6.5,,3.41,636.0,https://untappd.com/LakeEffectBrewing,11
Brett Cerise,American Wild Ale,5.5,,3.56,636.0,https://untappd.com/LakeEffectBrewing,12
Barrel-Aged Super Shake,Stout - Imperial Milk / Sweet,10.5,,4.16,568.0,https://untappd.com/LakeEffectBrewing,13
Session Brett Ale,American Wild Ale,5.5,,3.57,636.0,https://untappd.com/LakeEffectBrewing,14
Super Bier,Kölsch,5.2,,3.35,583.0,https://untappd.com/LakeEffectBrewing,15
Cruisin for a Brewsin,IPA - Belgian,7.5,60.0,3.57,574.0,https://untappd.com/LakeEffectBrewing,16
Vielle Blonde,Belgian Strong Golden Ale,8.5,,3.87,454.0,https://untappd.com/LakeEffectBrewing,17
Inland Seas Series - St Lawrence River,Sour - Gose,4.8,,3.8,451.0,https://untappd.com/LakeEffectBrewing,18
Kuhler See,Kölsch,5.3,,3.52,411.0,https://untappd.com/LakeEffectBrewing,19
Lake Nipigon,American Wild Ale,6.0,,3.86,423.0,https://untappd.com/LakeEffectBrewing,20
Houblonée,American Wild Ale,7.5,,3.7,423.0,https://untappd.com/LakeEffectBrewing,21
Watermelon Saison,Saison / Farmhouse Ale,7.0,,3.42,403.0,https://untappd.com/LakeEffectBrewing,22
Blood In The Water,Saison / Farmhouse Ale,7.0,,3.51,292.0,https://untappd.com/LakeEffectBrewing,23
Old Brown Ale,Sour - Flanders Oud Bruin,6.2,,3.95,283.0,https://untappd.com/LakeEffectBrewing,24
Whoopskibeer,Altbier,6.0,20.0,3.53,255.0,https://untappd.com/LakeEffectBrewing,25
Honey Badger,Golden Ale,5.0,21.0,3.35,1478.0,https://untappd.com/lakebluffbrewingco,1
Inspiration Pale Ale,Pale Ale - American,6.2,38.0,3.47,1172.0,https://untappd.com/lakebluffbrewingco,2
Skull and Bones Double Pale Ale,Strong Ale - American,7.7,38.0,3.62,911.0,https://untappd.com/lakebluffbrewingco,3
Velvet Hammer Vanilla Porter,Porter - Imperial / Double,9.4,36.0,3.97,704.0,https://untappd.com/lakebluffbrewingco,4
Black Squirrel Bourbon Stout,Stout - Russian Imperial,8.1,27.0,3.82,494.0,https://untappd.com/lakebluffbrewingco,5
Kosmonaut,Stout - Russian Imperial,11.08,106.0,4.15,399.0,https://untappd.com/lakebluffbrewingco,6
Dog Days Hefeweizen,Hefeweizen,4.8,20.0,3.48,429.0,https://untappd.com/lakebluffbrewingco,7
Gamma Ray Session Ale,Pale Ale - American,4.2,42.0,3.49,415.0,https://untappd.com/lakebluffbrewingco,8
Hard Tail Imperial IPA,IPA - Imperial / Double,8.9,90.0,3.74,265.0,https://untappd.com/lakebluffbrewingco,9
Citra-Inspiration Pale Ale,Pale Ale - American,6.2,,3.78,234.0,https://untappd.com/lakebluffbrewingco,10
Peached Dog Days Hefeweizen,Hefeweizen,4.8,12.0,3.71,197.0,https://untappd.com/lakebluffbrewingco,11
Pablo-Saurus Brown Ale,Brown Ale - American,5.5,20.0,3.71,181.0,https://untappd.com/lakebluffbrewingco,12
Mike's Everyday Rye,Red Ale - American Amber / Red,5.8,33.0,3.46,175.0,https://untappd.com/lakebluffbrewingco,13
Over the Lime Saison,Saison / Farmhouse Ale,,,3.58,183.0,https://untappd.com/lakebluffbrewingco,14
Skull And Bones Imperial Red,Red Ale - Imperial / Double,7.9,56.0,3.73,161.0,https://untappd.com/lakebluffbrewingco,15
Derailleur,IPA - American,6.6,56.0,3.5,143.0,https://untappd.com/lakebluffbrewingco,16
'Tis the Saison,Saison / Farmhouse Ale,6.0,30.0,3.57,120.0,https://untappd.com/lakebluffbrewingco,17
Udderly Oatmeal Stout,Stout - Oatmeal,5.6,,3.72,143.0,https://untappd.com/lakebluffbrewingco,18
Belgian Monkey Dark Strong,Belgian Strong Dark Ale,9.1,34.0,3.75,120.0,https://untappd.com/lakebluffbrewingco,19
Dark Shadows,Dunkelweizen,5.4,12.0,3.59,102.0,https://untappd.com/lakebluffbrewingco,20
Neutral Milk Oatel,Stout - Milk / Sweet,5.8,29.0,3.73,78.0,https://untappd.com/lakebluffbrewingco,21
Neutral Milk Oatmeal Stout,Stout - Other,5.8,23.0,3.84,78.0,https://untappd.com/lakebluffbrewingco,22
What You Smokin,Smoked Beer,8.0,20.0,3.6,64.0,https://untappd.com/lakebluffbrewingco,23
Silvius Brabo Belgian Blonde,Pale Ale - Belgian,7.25,,3.57,56.0,https://untappd.com/lakebluffbrewingco,24
Rye Not?,Pale Ale - American,7.4,48.0,3.7,57.0,https://untappd.com/lakebluffbrewingco,25
Sin Bin Stout,Stout - Oatmeal,5.8,32.0,3.67,572.0,https://untappd.com/LightTheLamp,1
Red Line Ale,Red Ale - American Amber / Red,5.3,40.0,3.49,511.0,https://untappd.com/LightTheLamp,2
Shorthanded IPA,IPA - American,6.2,75.0,3.78,555.0,https://untappd.com/LightTheLamp,3
1980 Miracle Pale Ale,Pale Ale - American,5.7,44.0,3.62,478.0,https://untappd.com/LightTheLamp,4
Power Play IPA,IPA - American,6.7,77.0,3.65,378.0,https://untappd.com/LightTheLamp,5
Center Ice Session Pale Ale,Pale Ale - American,4.2,40.0,3.6,365.0,https://untappd.com/LightTheLamp,6
Bench Minor Blonde,Blonde Ale,5.3,23.0,3.44,315.0,https://untappd.com/LightTheLamp,7
Strawberry Blonde,Blonde Ale,5.3,23.0,3.73,231.0,https://untappd.com/LightTheLamp,8
Still Single,Blonde Ale - Belgian Blonde / Golden,,,3.64,184.0,https://untappd.com/LightTheLamp,9
Golden Ale,Golden Ale,4.0,30.0,3.48,154.0,https://untappd.com/LightTheLamp,10
English Mild,English Mild Ale,4.2,,3.65,102.0,https://untappd.com/LightTheLamp,11
BlackHawk ,Black & Tan,,,4.04,49.0,https://untappd.com/LightTheLamp,12
Don't Read the Comments,Pale Wheat Ale - American,4.8,,3.48,101.0,https://untappd.com/LightTheLamp,13
Mo Wheat,Pale Wheat Ale - American,4.8,,3.66,94.0,https://untappd.com/LightTheLamp,14
Imperial Pumpkin Stout,Stout - Other,8.5,,3.65,59.0,https://untappd.com/LightTheLamp,15
Dr Fünke,Sour - Berliner Weisse,5.5,,3.91,68.0,https://untappd.com/LightTheLamp,16
Lite It!,Cream Ale,4.6,17.0,3.41,75.0,https://untappd.com/LightTheLamp,17
Boondoggle Double,IPA - Imperial / Double,7.6,,4.09,69.0,https://untappd.com/LightTheLamp,18
Hat Trick Hefeweizen,Hefeweizen,,,3.54,47.0,https://untappd.com/LightTheLamp,19
Black Eye-PA,IPA - Black / Cascadian Dark Ale,6.6,75.0,3.61,50.0,https://untappd.com/LightTheLamp,20
3 Blind Mice,IPA - Imperial / Double,9.0,90.0,3.99,53.0,https://untappd.com/LightTheLamp,21
Mango Xango,Blonde Ale,6.0,,3.72,52.0,https://untappd.com/LightTheLamp,22
Irish Red,Red Ale - Irish,4.8,28.0,3.44,42.0,https://untappd.com/LightTheLamp,23
Mo-Hawk,IPA - New England,6.5,,3.97,57.0,https://untappd.com/LightTheLamp,24
Nitro Murphy's Milk,Stout - Milk / Sweet,5.7,,3.78,50.0,https://untappd.com/LightTheLamp,25
LaGrow Organic IPA,IPA - American,7.25,53.0,3.57,1187.0,https://untappd.com/LaGrowOrganicBeerCo,1
LaGrow Organic Citra Blonde,Blonde Ale,5.15,20.0,3.63,297.0,https://untappd.com/LaGrowOrganicBeerCo,2
LaGrow Organic Pale Ale,Pale Ale - American,5.15,38.0,3.69,198.0,https://untappd.com/LaGrowOrganicBeerCo,3
LaGrow Organic Lager,Lager - American Light,5.3,,3.62,45.0,https://untappd.com/LaGrowOrganicBeerCo,4
Position Zero,Pale Ale - American,6.9,38.0,3.67,386.0,https://untappd.com/LoRezBrewing,1
Primary Element,Saison / Farmhouse Ale,6.2,30.0,3.72,331.0,https://untappd.com/LoRezBrewing,2
Dæmon,Belgian Strong Golden Ale,8.0,35.0,3.71,307.0,https://untappd.com/LoRezBrewing,3
Shortcut,Sour - Berliner Weisse,3.4,6.0,3.75,296.0,https://untappd.com/LoRezBrewing,4
Whitespace,Witbier,5.5,16.0,3.75,279.0,https://untappd.com/LoRezBrewing,5
Public Declaration,Stout - Russian Imperial,8.6,54.0,3.85,273.0,https://untappd.com/LoRezBrewing,6
Common Lingo,California Common,5.2,,3.45,246.0,https://untappd.com/LoRezBrewing,7
Memory Fault,Scottish Ale,5.9,28.0,3.82,241.0,https://untappd.com/LoRezBrewing,8
Keeper Quencher,Saison / Farmhouse Ale,5.4,27.0,3.67,213.0,https://untappd.com/LoRezBrewing,9
Local Logic,Pilsner - Czech,4.8,39.0,3.37,190.0,https://untappd.com/LoRezBrewing,10
Raster,Saison / Farmhouse Ale,6.3,34.0,3.65,203.0,https://untappd.com/LoRezBrewing,11
Quad Core,Belgian Quad,9.8,,3.73,156.0,https://untappd.com/LoRezBrewing,12
Object Permanence,Sour - Berliner Weisse,5.0,6.0,3.53,142.0,https://untappd.com/LoRezBrewing,13
Go Civic,Saison / Farmhouse Ale,5.8,35.0,3.66,120.0,https://untappd.com/LoRezBrewing,14
SYN/ACK,Stout - Milk / Sweet,4.9,31.0,3.7,132.0,https://untappd.com/LoRezBrewing,15
Moiré,Saison / Farmhouse Ale,5.5,,3.66,87.0,https://untappd.com/LoRezBrewing,16
80 Column Wrap,Scottish Ale,5.1,22.0,3.73,85.0,https://untappd.com/LoRezBrewing,17
LimeWire,Witbier,5.0,16.0,3.7,84.0,https://untappd.com/LoRezBrewing,18
Secondary Element,Saison / Farmhouse Ale,4.8,24.0,3.76,59.0,https://untappd.com/LoRezBrewing,19
Skinny 8's Low Rez,Saison / Farmhouse Ale,6.0,,3.49,48.0,https://untappd.com/LoRezBrewing,20
Merry Fernet Memories,Spiced / Herbed Beer,9.9,,,2.0,https://untappd.com/LoRezBrewing,21
IPA,IPA - American,6.2,46.0,3.78,462767.0,https://untappd.com/LagunitasBrewingCo,1
A Little Sumpin' Sumpin' Ale,Pale Wheat Ale - American,7.5,65.0,3.84,287917.0,https://untappd.com/LagunitasBrewingCo,2
Lagunitas Sucks,IPA - Imperial / Double,8.0,63.0,3.98,176379.0,https://untappd.com/LagunitasBrewingCo,3
Maximus,IPA - Imperial / Double,8.2,72.0,3.92,152055.0,https://untappd.com/LagunitasBrewingCo,4
Brown Shugga',Strong Ale - American,10.0,51.0,3.77,143403.0,https://untappd.com/LagunitasBrewingCo,5
Hop Stoopid,IPA - Imperial / Double,8.0,102.0,3.96,137532.0,https://untappd.com/LagunitasBrewingCo,6
Undercover Investigation Shut-Down Ale,Strong Ale - American,9.7,66.0,3.87,120945.0,https://untappd.com/LagunitasBrewingCo,7
DayTime Fractional IPA,IPA - Session / India Session Ale,4.65,54.0,3.69,101409.0,https://untappd.com/LagunitasBrewingCo,8
12th of Never Ale,Pale Ale - American,5.5,45.0,3.77,96419.0,https://untappd.com/LagunitasBrewingCo,9
Cappuccino Stout,Stout - American Imperial / Double,9.1,29.0,3.83,101365.0,https://untappd.com/LagunitasBrewingCo,10
Pils,Pilsner - Czech,6.0,35.0,3.49,94288.0,https://untappd.com/LagunitasBrewingCo,11
Aunt Sally,Sour - Ale,5.7,33.0,3.65,93723.0,https://untappd.com/LagunitasBrewingCo,12
New Dogtown Pale Ale,Pale Ale - American,6.2,62.0,3.66,83494.0,https://untappd.com/LagunitasBrewingCo,13
Night Time Ale,IPA - Black / Cascadian Dark Ale,8.2,65.0,3.84,87055.0,https://untappd.com/LagunitasBrewingCo,14
A Little Sumpin' Extra! Ale,IPA - Imperial / Double,8.7,72.0,3.99,72231.0,https://untappd.com/LagunitasBrewingCo,15
Citrusinensis Pale Ale,Pale Ale - American,7.7,49.0,3.9,71327.0,https://untappd.com/LagunitasBrewingCo,16
Born Yesterday Pale Ale,Pale Ale - American,7.2,60.0,4.08,58510.0,https://untappd.com/LagunitasBrewingCo,17
Lucky 13 (Mondo Large Red Ale),Red Ale - Imperial / Double,8.8,77.0,3.86,63987.0,https://untappd.com/LagunitasBrewingCo,18
Censored Rich Copper Ale (aka The Kronik),Red Ale - American Amber / Red,6.75,35.0,3.61,58113.0,https://untappd.com/LagunitasBrewingCo,19
A Little Sumpin' Wild Ale,IPA - Belgian,8.8,72.0,3.85,45837.0,https://untappd.com/LagunitasBrewingCo,20
Wilco Tango Foxtrot (WTF),Brown Ale - Imperial / Double,8.1,64.0,3.8,56028.0,https://untappd.com/LagunitasBrewingCo,21
Imperial Stout,Stout - Russian Imperial,9.9,72.0,3.92,50010.0,https://untappd.com/LagunitasBrewingCo,22
High West-ified Imperial Coffee Stout,Stout - American Imperial / Double,12.2,39.0,4.26,46010.0,https://untappd.com/LagunitasBrewingCo,23
The Waldos' Special Ale,IPA - Triple,11.9,100.0,4.14,45008.0,https://untappd.com/LagunitasBrewingCo,24
Equinox,Pale Ale - American,8.0,50.0,3.86,48675.0,https://untappd.com/LagunitasBrewingCo,25
Fonkey Mucker,Stout - Russian Imperial,9.8,72.0,3.88,1609.0,https://untappd.com/MetalMonkeyBrewing,1
Tony's Car,IPA - Imperial / Double,8.3,110.0,3.88,1200.0,https://untappd.com/MetalMonkeyBrewing,2
Asmodeus,Stout - Russian Imperial,12.0,60.0,4.04,1159.0,https://untappd.com/MetalMonkeyBrewing,3
Simian Fever,Pale Wheat Ale - American,7.3,25.0,3.62,973.0,https://untappd.com/MetalMonkeyBrewing,4
Bikini Bottom Pineapple Gose,Sour - Gose,4.6,,3.61,906.0,https://untappd.com/MetalMonkeyBrewing,5
Ghuleh,Pale Ale - American,8.0,65.0,3.79,701.0,https://untappd.com/MetalMonkeyBrewing,6
Up And Atom,Brown Ale - American,6.6,22.0,3.88,637.0,https://untappd.com/MetalMonkeyBrewing,7
Monkey Mocha,Porter - Other,6.5,51.0,3.86,580.0,https://untappd.com/MetalMonkeyBrewing,8
Fantasy Bowling League,Kölsch,5.4,27.0,3.52,582.0,https://untappd.com/MetalMonkeyBrewing,9
Chocolate War Zone W/ Raspberries,Stout - American,7.0,46.0,3.75,583.0,https://untappd.com/MetalMonkeyBrewing,10
Savage Beast,IPA - American,6.6,62.0,3.75,576.0,https://untappd.com/MetalMonkeyBrewing,11
Barrel Aged Asmodeus - 2016,Stout - Russian Imperial,12.0,59.0,4.29,475.0,https://untappd.com/MetalMonkeyBrewing,12
Monkey Fuel Tripel,Belgian Tripel,10.4,32.0,3.76,495.0,https://untappd.com/MetalMonkeyBrewing,13
Barrel Aged Asmodeus - 2017,Stout - Russian Imperial,12.0,,3.93,459.0,https://untappd.com/MetalMonkeyBrewing,14
El Jefe,Hefeweizen,5.0,12.0,3.6,428.0,https://untappd.com/MetalMonkeyBrewing,15
Burn the Sun,Sour - Berliner Weisse,4.5,15.0,3.77,410.0,https://untappd.com/MetalMonkeyBrewing,16
Big Chimpin',IPA - American,6.8,68.0,3.79,441.0,https://untappd.com/MetalMonkeyBrewing,17
The Call,IPA - New England,8.3,,3.81,401.0,https://untappd.com/MetalMonkeyBrewing,18
Atramentous,IPA - Black / Cascadian Dark Ale,6.9,67.0,3.83,371.0,https://untappd.com/MetalMonkeyBrewing,19
Dankey Kang,IPA - Triple,9.3,160.0,4.04,391.0,https://untappd.com/MetalMonkeyBrewing,20
Monkeys With Arrows,Stout - Milk / Sweet,11.0,50.0,4.09,341.0,https://untappd.com/MetalMonkeyBrewing,21
Passion of the Gose,Sour - Gose,4.6,15.0,3.9,333.0,https://untappd.com/MetalMonkeyBrewing,22
Thick Stout For Harambe,Stout - Milk / Sweet,7.7,63.0,3.89,346.0,https://untappd.com/MetalMonkeyBrewing,23
The Ellis Redding,Red Ale - Irish,6.9,22.0,3.75,291.0,https://untappd.com/MetalMonkeyBrewing,24
Barrel Aged Red-Ass Baboon,Red Ale - American Amber / Red,9.3,,3.77,262.0,https://untappd.com/MetalMonkeyBrewing,25
Robyn,Saison / Farmhouse Ale,6.9,25.0,3.68,2928.0,https://untappd.com/middlebrow,1
The Milk-eyed Mender,Stout - Imperial / Double,10.3,,4.07,1680.0,https://untappd.com/middlebrow,2
Ad Astra,Scotch Ale / Wee Heavy,8.1,25.0,3.75,1442.0,https://untappd.com/middlebrow,3
White Light,Witbier,5.1,,3.56,1322.0,https://untappd.com/middlebrow,4
Keep It Copacetic,Cream Ale,4.7,23.0,3.22,1278.0,https://untappd.com/middlebrow,5
The Life Pursuit,Saison / Farmhouse Ale,6.6,,3.49,698.0,https://untappd.com/middlebrow,6
Karin,IPA - Belgian,6.4,,3.69,711.0,https://untappd.com/middlebrow,7
White Heat,Spiced / Herbed Beer,6.5,,3.56,621.0,https://untappd.com/middlebrow,8
Sells Out,IPA - American,6.0,,3.62,635.0,https://untappd.com/middlebrow,9
Low,Sour - Gose,4.0,5.0,3.49,571.0,https://untappd.com/middlebrow,10
Avant Gardener,Bière de Garde,7.2,,3.58,384.0,https://untappd.com/middlebrow,11
A Hundred Miles Off,Winter Ale,7.5,,3.46,347.0,https://untappd.com/middlebrow,12
Summer In Pain,IPA - Belgian,6.5,,3.49,336.0,https://untappd.com/middlebrow,13
Hey Citrus,Saison / Farmhouse Ale,5.6,,3.58,291.0,https://untappd.com/middlebrow,14
Vitalogy,Pale Wheat Ale - American,5.9,,3.39,288.0,https://untappd.com/middlebrow,15
White Velvet,Witbier,6.9,,3.43,277.0,https://untappd.com/middlebrow,16
Show Me Love,American Wild Ale,6.9,25.0,3.83,274.0,https://untappd.com/middlebrow,17
Curriculum Vitae,Saison / Farmhouse Ale,7.5,25.0,3.64,239.0,https://untappd.com/middlebrow,18
Parklife,Pale Wheat Ale - American,5.0,,3.26,216.0,https://untappd.com/middlebrow,19
Sells Out Den,IPA - New England,6.0,,3.55,215.0,https://untappd.com/middlebrow,20
Miner Tropicalia,Grisette,5.0,,3.48,225.0,https://untappd.com/middlebrow,21
Cobrastyle,Saison / Farmhouse Ale,6.5,22.0,3.6,204.0,https://untappd.com/middlebrow,22
B&L; In Rainbows,IPA - New England,6.2,,3.74,185.0,https://untappd.com/middlebrow,23
Who's That Girl,Saison / Farmhouse Ale,6.9,25.0,3.72,179.0,https://untappd.com/middlebrow,24
miner pursuit,Grisette,5.0,20.0,3.6,178.0,https://untappd.com/middlebrow,25
Caramelized Chocolate Churro Baltic Porter,Porter - Baltic,7.0,,3.85,20395.0,https://untappd.com/MoodyTongue,1
Sliced Nectarine IPA,IPA - American,5.9,,3.69,18182.0,https://untappd.com/MoodyTongue,2
Steeped Emperor's Lemon Saison,Saison / Farmhouse Ale,6.3,,3.57,11936.0,https://untappd.com/MoodyTongue,3
Smoked Applewood Gold,Lager - American Light,5.0,,3.41,4170.0,https://untappd.com/MoodyTongue,4
Bourbon Barrel Aged Chocolate Barleywine,Barleywine - American,13.0,,4.06,2997.0,https://untappd.com/MoodyTongue,5
Peeled Grapefruit Pilsner,Pilsner - Other,4.5,,3.56,1333.0,https://untappd.com/MoodyTongue,6
Bourbon Barrel Aged 12 Layer Cake,Stout - American Imperial / Double,16.0,,4.24,1116.0,https://untappd.com/MoodyTongue,7
Aperitif Pilsner,Pilsner - Other,5.0,,3.59,1059.0,https://untappd.com/MoodyTongue,8
Bub City Gold,Lager - American Light,5.0,,3.2,1015.0,https://untappd.com/MoodyTongue,9
Bourbon Barrel Aged Porter,Porter - Baltic,9.0,,3.93,834.0,https://untappd.com/MoodyTongue,10
Bourbon Barrel Aged Gingerbread Imperial Stout,Stout - Imperial / Double,16.0,,4.19,779.0,https://untappd.com/MoodyTongue,11
Thalia Hall Pilsner,Pilsner - Other,5.0,,3.57,644.0,https://untappd.com/MoodyTongue,12
Brûléed Banana Dunkelweizen Bock,Dunkelweizen,6.7,,3.63,604.0,https://untappd.com/MoodyTongue,13
Shaved Black Truffle Pilsner,Pilsner - German,5.0,,4.01,516.0,https://untappd.com/MoodyTongue,14
Barrel Aged Sour Emperor's Lemon Saison,Saison / Farmhouse Ale,7.5,,4.04,508.0,https://untappd.com/MoodyTongue,15
Bourbon Barrel Aged Cherry Porter,Porter - Other,9.0,,3.6,164.0,https://untappd.com/MoodyTongue,16
Toasted Rice Lager,Lager - American Light,5.5,,3.57,94.0,https://untappd.com/MoodyTongue,17
Sour Peach Saison,Saison / Farmhouse Ale,6.2,,4.15,39.0,https://untappd.com/MoodyTongue,18
Watermelon Sour,Sour - Ale,,,4.16,41.0,https://untappd.com/MoodyTongue,19
Pureed Pluot Saison,Saison / Farmhouse Ale,,,3.81,37.0,https://untappd.com/MoodyTongue,20
Sliced Double Nectarine IPA,IPA - Imperial / Double,5.9,,4.02,26.0,https://untappd.com/MoodyTongue,21
